Ministere / Entite;Acheteur;Libelle du projet achat;Code nomenclature Etat; Libelle nomenclature Etat;Perimetre organisationnel;Perimetre geographique;Region si perimetre geographique regional;Date envisagee pour la notification;Duree envisagee en mois, toutes periodes incluses hors garantie;Montant previsionnel HT (toutes periodes de reconduction incluses);annee
Ministeres de l'Action et des Comptes publics et de l'Economie et des Finances;DDFIP 78;Prestations de maintenance preventive et corrective des materiels (appareils et auxiliaires de cuisson gaz, electrique et appareil de preparation-laverie-production frigorifique, condenseurs, reservoirs, circuits frigorifiques, vitrines refrigerees et chambre froides) des restaurants administratifs heberges dans les locaux de la DDFIP78;41.04.07;Maintenance materiel de restauration;Ministeriel;Regional ou infra;ILE DE France;2021 4eme trim;48;entre 100 KEuros et 1 MEuros;2021
Ministeres de l'Action et des Comptes publics et de l'Economie et des Finances;DISI RAEB;Refection des menuiseries du site Saint Hippolyte;36.02.02;Travaux de renovation betiment (yc betiments historiques);Ministeriel;Regional ou infra;AUVERGNE RHONE ALPES;2019 1er trim;3;entre 100 KEuros et 1 MEuros;2019
Ministeres de l'Action et des Comptes publics et de l'Economie et des Finances;DRFIP 13;Marche acheminement du courrier DRFIP PACA 13;35.01.07;Prestation courses et tournees collecte courrier;Ministeriel;Regional ou infra;PACA;2019 2nd trim;48;entre 100 KEuros et 1 MEuros;2019
Ministeres de l'Action et des Comptes publics et de l'Economie et des Finances;DRFIP 44;Isolation d'un betiment cite Cambronne Nantes;36.02.03;Travaux de rehabilitation betiment;Ministeriel;Regional ou infra;PAYS DE LA LOIRE;2019 4eme trim;12;entre 100 KEuros et 1 MEuros;2019
Ministeres de l'Action et des Comptes publics et de l'Economie et des Finances;DRFIP 59;Rehabilitation des etages 3 e 8 de la DRFIP Hauts de France et departement du Nord e SSI;36.02.03;Travaux de rehabilitation betiment;Ministeriel;Regional ou infra;HAUTS DE France;2019 1er trim;48;entre 100 KEuros et 1 MEuros;2019
Ministeres de l'Action et des Comptes publics et de l'Economie et des Finances;DRFIP 75;Assistance e maetrise d'ouvrage en matiere d'ascenseurs;40.01.06;Conseil et expertise metier yc recherche et developpement;Ministeriel;Regional ou infra;ILE DE France;2020 1er trim;48;entre 100 KEuros et 1 MEuros;2020
Ministeres de l'Action et des Comptes publics et de l'Economie et des Finances;DRFiP 971;Entretien et maintenance preventive trimestrielle du parc des climatiseurs de la DRFiP;37.02.02;Maintenance chauffage, ventilation, climatisation (CVC);Ministeriel;Regional ou infra;OUTRE-MER;2021 4eme trim;48;entre 100 KEuros et 1 MEuros;2021
Ministeres de l'Action et des Comptes publics et de l'Economie et des Finances;DRFIP 974;Entretien et la maintenance des installations d'automatismes de barrieres, portails, rideaux, portes et volets sur divers sites;37.02.06;Maintenance portes et portails;Ministeriel;Regional ou infra;OUTRE-MER;2020 1er trim;36;< 100 KEuros;2020
Ministeres de l'Action et des Comptes publics et de l'Economie et des Finances;DRFIP 974;Fournitures de bureau et leur livraison;41.02.02;Fournitures de bureau et accessoires;Ministeriel;Regional ou infra;OUTRE-MER;2019 4eme trim;48;entre 100 KEuros et 1 MEuros;2019
Ministeres de l'Action et des Comptes publics et de l'Economie et des Finances;ENFIP;Hebergement stagiaires Nevers;35.03.07;Frais hetels et hebergement;Ministeriel;Regional ou infra;BOURGOGNE FRANCHE COMTE;2021 4eme trim;48;entre 1 MEuros et 10 MEuros;2021
Ministeres de l'Action et des Comptes publics et de l'Economie et des Finances;ENFIP;Maintenance de moteurs deimpression numerique monochrome destines aux ateliers de reprographie de l'ENFiP;39.01.04;Maint copieur, mat multifnc, scan, fax (repar. cons encrage);Ministeriel;Regional ou infra;ILE DE France;2020 2nd trim;36;entre 100 KEuros et 1 MEuros;2020
Ministeres de l'Action et des Comptes publics et de l'Economie et des Finances;DNID;travaux de reinstallation du commissariat aux ventes de Clermont-Ferrand;36.02.02;Travaux de renovation betiment (yc betiments historiques);Ministeriel;Regional ou infra;AUVERGNE RHONE ALPES;2019 1er trim;6;entre 100 KEuros et 1 MEuros;2019
Ministeres de l'Action et des Comptes publics et de l'Economie et des Finances;DGSSI;Prestations de developpement specifiques et de maintien en conditions operationnelles pour les besoins des plates-formes de LAD et de SCAN de la DGFIP.;33.04.09;Tierce Maintenance Applicative (TMA);Ministeriel;Administration centrale;;2019 3eme trim;48;entre 100 KEuros et 1 MEuros;2019
Ministeres de l'Action et des Comptes publics et de l'Economie et des Finances;DGSSI;Fourniture et au support logiciel des licences VTOM, et aux prestations de formation, d'expertise et d'assistance techniques associees;33.02.07;Support et maintenance logiciels;Ministeriel;Administration centrale;;2019 4eme trim;48;entre 100 KEuros et 1 MEuros;2019
Ministeres de l'Action et des Comptes publics et de l'Economie et des Finances;DGSSI;Extension de concession de droits d'usage, maintenance des logiciels CA-One et CA-Librarian ainsi que des prestations connexes associees;33.02.07;Support et maintenance logiciels;Ministeriel;Administration centrale;;2019 4eme trim;36;entre 100 KEuros et 1 MEuros;2019
Ministeres de l'Action et des Comptes publics et de l'Economie et des Finances;DGSSI;Acquisition et maintenance deun outil de tests de performance ainsi que fourniture de prestations connexes associees deassistance et d'expertise pour la DGFiP.;33.02.06;Redevance concession brevet licence logiciel droit auteur;Ministeriel;Administration centrale;;2019 4eme trim;48;entre 100 KEuros et 1 MEuros;2019
Ministeres de l'Action et des Comptes publics et de l'Economie et des Finances;DGSSI;Fourniture et support de produits logiciels CASEWARE IDEA;33.02.07;Support et maintenance logiciels;Ministeriel;Administration centrale;;2019 4eme trim;48;entre 100 KEuros et 1 MEuros;2019
Ministeres de l'Action et des Comptes publics et de l'Economie et des Finances;DGSSI;Marche de fourniture de prestations d'assistance technique dans l'environnement Z d'IBM;33.04.03;Expertises techniques;Ministeriel;Administration centrale;;2021 1er trim;48;entre 100 KEuros et 1 MEuros;2021
Ministeres de l'Action et des Comptes publics et de l'Economie et des Finances;DGSSI;Prestations d'assistance relatives aux travaux d'indexation (marche ADO - lot 1);45.05.07;Autres prestations et services;Ministeriel;Administration centrale;;2021 2nd trim;48;entre 1 MEuros et 10 MEuros;2021
Ministeres de l'Action et des Comptes publics et de l'Economie et des Finances;DGFIP e Services centraux e SPIB-2B;Maintenance et extension de materiels et logiciels de GFA installes par ESII;44.03.14;Autres fournitures et petit equipement;Ministeriel;National;;2019 2nd trim;48;entre 1 MEuros et 10 MEuros;2019
Ministeres de l'Action et des Comptes publics et de l'Economie et des Finances;DGFIP e Services centraux e SPIB-2B;Fabrication, approvisionnement et stockage de bobines sans bandes caroll pour l'ESI de Meyzieu;41.02.01;Papiers et derives (yc bobines papier);Ministeriel;National;;2021 1er trim;48;entre 1 MEuros et 10 MEuros;2021
Ministeres de l'Action et des Comptes publics et de l'Economie et des Finances;DGFIP e Services centraux e SPIB-2B;Fourniture aux comptables de la DGFiP de carnets de tickets de remise de cheques pour leur clientele titulaire de comptes de depets de fonds au Tresor;39.02.04;Services externalises de repro;Ministeriel;National;;2021 1er trim;48;entre 100 KEuros et 1 MEuros;2021
Ministeres de l'Action et des Comptes publics et de l'Economie et des Finances;Chef du DCVCT;Saisie BRPP (2 lots);33.04.08;Prestation de numerisation (tout type);Ministeriel;National;;2019 1er trim;48;entre 1 MEuros et 10 MEuros;2019
Ministeres de l'Action et des Comptes publics et de l'Economie et des Finances;Chef du DCVCT;Concession du droit d'usage COLECTICA;33.02.07;Support et maintenance logiciels;Ministeriel;National;;2019 1er trim;48;entre 100 KEuros et 1 MEuros;2019
Ministeres de l'Action et des Comptes publics et de l'Economie et des Finances;Chef du DCVCT;Formation interlocuteurs presse;40.02.06;Autres formations technique / metier;Ministeriel;National;;2019 3eme trim;48;< 100 KEuros;2019
Ministeres de l'Action et des Comptes publics et de l'Economie et des Finances;DGE/SATEI;MAINTENANCE ET EVOLUTION DE L'APPLICATION  EOS (outil de capitalisation des donnees economiques DIRECCTES et DGE Central);33.04.09;Tierce Maintenance Applicative (TMA);Ministeriel;National;;2018 decembre;48;entre 100 KEuros et 1 MEuros;2018
Ministeres de l'Action et des Comptes publics et de l'Economie et des Finances;SG/SEP1 ;Mise e disposition d'une solution de vote electronique et assistance e l'organisation, e la preparation et au deroulement des elections professionnelles de decembre 2018;33.02.05;Logiciel metier et technique (hors scientifique);Ministeriel;Regional ou infra;ILE DE France;2021 4eme trim;48;entre 100 KEuros et 1 MEuros;2021
Ministeres de l'Action et des Comptes publics et de l'Economie et des Finances;SG/SEP1 ;Hebergement de videos sur internet pour le compte du SG;33.04.07;Hebergement informatique (hors maintenance);Ministeriel;Administration centrale;;2020 2nd trim;48;entre 100 KEuros et 1 MEuros;2020
Premier ministre;SIG;Mesure d'audience des sites internet;33.04.01;Audit et conseil strategie SI;Interministeriel;Administration centrale;;2018 novembre;48;entre 1 MEuros et 10 MEuros;2018
Premier ministre;SIG;Conseil et assistance pour la conception et leanimation de pressions mediatiques simulees et pour  la professionnalisation des communicants de crise de leEtat.;38.02.05;Agence de communication et publicite;Ministeriel;Administration centrale;;2019 3eme trim;48;entre 100 KEuros et 1 MEuros;2019
Premier ministre;SGDSN;Peripheriques informatique;33.03.05;Peripheriques et petits materiels divers;Ministeriel;Administration centrale;;2018 decembre;48;entre 1 MEuros et 10 MEuros;2018
Ministere de la Transition ecologique et solidaire;;Entretien et carenage du navire Chef de Caux;34.02.02;Navire, bateau et autres embarcations civils yc pieces deta;Ministeriel;National;;2021 2nd trim;1;entre 100 KEuros et 1 MEuros;2021
Ministere de la Transition ecologique et solidaire;;carrotages et analyses deamiante;37.05.01;Contrat de prestations multiservices;Ministeriel;Regional ou infra;OCCITANIE;2021 2nd trim;48;entre 100 KEuros et 1 MEuros;2021
Ministere de la Transition ecologique et solidaire;;RN 154 e Amenagement sud de Dreux  (terrassements, assainisemente);36.03.01;Tvx constr infra transports, routes (yc tvx prealables);Ministeriel;Regional ou infra;CENTRE VAL DE LOIRE;2019 3eme trim;24;entre 1 MEuros et 10 MEuros;2019
Ministere de la Transition ecologique et solidaire;;RN 151 e Creneau Issoudun e  Charost (terrassements, assainisemente );36.03.01;Tvx constr infra transports, routes (yc tvx prealables);Ministeriel;Regional ou infra;CENTRE VAL DE LOIRE;2020 3eme trim;24;entre 1 MEuros et 10 MEuros;2020
Ministere de la Transition ecologique et solidaire;;Marche deinvestissements sur le reseau routier national (non-mutualisable e leechelon national)e:  RN19 Passage e faune e Etude;40.01.08;etude e caractere general;Ministeriel;Regional ou infra;ILE DE France;2018 octobre;36;entre 100 KEuros et 1 MEuros;2018
Ministere de la Transition ecologique et solidaire;;Reparation ou remplacement des joints de chaussees deouvrages deart (6 lots geographiquese: district de Brest, district de Laval, district de Nantes, district de Rennes, district de Saint-Brieuc, district de Vannes);36.03.02;Tvx rehabilitation infra transports, routes (yc revetement);Ministeriel;Regional ou infra;BRETAGNE;2019 3eme trim;48;entre 1 MEuros et 10 MEuros;2019
Ministere de la Transition ecologique et solidaire;;RN 165 e Travaux deamenagement de la bretelle du Landy e Theix-Noyalo (56);36.03.02;Tvx rehabilitation infra transports, routes (yc revetement);Ministeriel;Regional ou infra;BRETAGNE;2018 octobre;12;entre 100 KEuros et 1 MEuros;2018
Ministere de la Transition ecologique et solidaire;;Auscultation du reseau routier gere par la DIR NORD et recherche deamiante;37.04.01;Services et travaux d'entretien des routes (yc deneigement);Ministeriel;Inter-regionnal;HAUTS DE France;2020 4eme trim;48;entre 1 MEuros et 10 MEuros;2020
Ministere de la Transition ecologique et solidaire;;RN 844 Peripherique Nantais section Rennes Sautron Travaux amenagements paysagers;36.03.01;Tvx constr infra transports, routes (yc tvx prealables);Ministeriel;Regional ou infra;PAYS DE LA LOIRE;2019 3eme trim;48;entre 100 KEuros et 1 MEuros;2019
Ministere des Armees;Service du commissariat des armees / Plateforme Achats - finances Sud Est;ENTRETIEN PERIODIQUE DES LOCAUX ET NETTOYAGE DES MATERIELS DE PLONGE (LAVERIE ET BATTERIE) DE DIVERS SITES MILITAIRES SITUES DANS LE DEPARTEMENT DU GARD DE L'HERAULT ET DU VAUCLUSE ET DES BATIMENTS D'HEBERGEMENT ET D'HOTELLERIE DES CERCLES MIXTES SOUTENUS PAR LES BASE DE DEFENSE DE NIMES ORANGE LAUDUN ET SAINT CHRISTOL;37.01.01;Nettoyage courant (bureau, hetellerie, plonge);Ministeriel;Regional ou infra;PACA;2019 4eme trim;36;entre 1 MEuros et 10 MEuros;2019
Ministere des Armees;Service du commissariat des armees / Plateforme Achats - finances Sud Est;ENTRETIEN PERIODIQUE DES LOCAUX ET NETTOYAGE DES MATERIELS DE PLONGE (LAVERIE ET BATTERIE) DE DIVERS SITES MILITAIRES SITUES DANS LE DEPARTEMENT DU GARD DE L'HERAULT ET DU VAUCLUSE ET DES BATIMENTS D'HEBERGEMENT ET D'HOTELLERIE DES CERCLES MIXTES DE LA BASE DE DEFENSE DE NIMES ORANGE LAUDUN ET DU 2EME REGIMENT ETRANGER D'INFANTERIE, ETABLISSEMENTS PUBLICS ADMINISTRATIFS (EPA) (3 LOTS) LOT 1 - POSTE 2 : AU PROFIT DU 2EME REI, ETABLISSEMENTS PUBLICS ADMNISTRATIFS, SITUES A NIMES (SOUTIEN SUR FONDS PROPRES) LEGION ETRANGERE A AUBAGNE LOT 1 - POSTE 3 : AU PROFIT DES CERCLES MIXTES DE LA BDD DE NIMES ORANGE LAUDUN, ETABLISSEMENTS PUBLICS ADMNISTRATIFS, SITUES A NIMES (SOUTIEN SUR FONDS PROPRES);37.01.01;Nettoyage courant (bureau, hetellerie, plonge);Ministeriel;Regional ou infra;PACA;2020 4eme trim;36;entre 100 KEuros et 1 MEuros;2020
Ministere des Armees;Service du commissariat des armees / Plateforme Achats - finances Sud Ouest;NETTOYAGE DES LOCAUX;37.01.01;Nettoyage courant (bureau, hetellerie, plonge);Ministeriel;Regional ou infra;NOUVELLE AQUITAINE;2020 2nd trim;48;entre 100 KEuros et 1 MEuros;2020
Ministere des Armees;Service du commissariat des armees / Plateforme Achats - finances Sud Ouest;MAINTENANCE PREVENTIVE ET CURATIVE DES MATERIELS DE RESTAURATION COLLECTIVE;41.04.07;Maintenance materiel de restauration;Ministeriel;Regional ou infra;NOUVELLE AQUITAINE;2021 3eme trim;48;entre 100 KEuros et 1 MEuros;2021
Ministere des Armees;Service du commissariat des armees / Plateforme Achats - finances Sud Ouest;NETTOYAGE LOCAUX ET VITRERIES PARTIES COMMUNES BAT 100 (HORS HOTELLERIE) ET 94 (RDC)- 3e RMAT VAYRES LOT 2e 2;37.01.01;Nettoyage courant (bureau, hetellerie, plonge);Ministeriel;Regional ou infra;NOUVELLE AQUITAINE;2020 2nd trim;48;entre 100 KEuros et 1 MEuros;2020
Ministere des Armees;Service du commissariat des armees / Plateforme Achats - finances Sud Ouest;NETTOYAGE DES HOTTES ROCHEFORT ET ST MAIXENT -2 LOTS;41.04.07;Maintenance materiel de restauration;Ministeriel;Regional ou infra;NOUVELLE AQUITAINE;2020 4eme trim;48;entre 100 KEuros et 1 MEuros;2020
Ministere des Armees;Service du commissariat des armees / Plateforme Achats - finances Sud Ouest;ENTRETIEN ET CREATION D ESPACES VERTS  POUR LES SITES DE BALMA BLAGNAC FONSORBES ET LES BALLASTIERES;37.01.03;Entretien espaces verts et exterieurs;Ministeriel;Regional ou infra;NOUVELLE AQUITAINE;2021 2nd trim;48;entre 100 KEuros et 1 MEuros;2021
Ministere des Armees;Service du commissariat des armees / Plateforme Achats - finances Sud Ouest;NETTOYAGE LOCAUX ET VITRERIE ORGANISMES BDD ET CIRFA, ESCADRON DU CHAMP DE TIR CAPTIEUX;37.01.01;Nettoyage courant (bureau, hetellerie, plonge);Ministeriel;Regional ou infra;NOUVELLE AQUITAINE;2019 1er trim;48;entre 1 MEuros et 10 MEuros;2019
Ministere des Armees;Service du commissariat des armees / Plateforme Achats - finances Sud Ouest;ANGLAIS TOEIC -10 LOTS;40.02.03;Formation linguistique;Ministeriel;Regional ou infra;NOUVELLE AQUITAINE;2020 3eme trim;48;entre 1 MEuros et 10 MEuros;2020
Ministere des Armees;Service du commissariat des armees / Plateforme Achats - finances Sud Ouest;ANGLAIS OPERATIONNEL -10 LOTS;40.02.03;Formation linguistique;Ministeriel;Regional ou infra;NOUVELLE AQUITAINE;2020 3eme trim;48;entre 1 MEuros et 10 MEuros;2020
Ministere des Armees;Service du commissariat des armees / Plateforme Achats - finances Centre Ouest;PHOTOCOPIEURS ET MATERIEL D'IMPRESSION OFFSET.;39.01.04;Maint copieur, mat multifnc, scan, fax (repar. cons encrage);Ministeriel;Regional ou infra;BRETAGNE;2019 2nd trim;48;entre 100 KEuros et 1 MEuros;2019
Ministere des Armees;Service du commissariat des armees / Plateforme Achats - finances Centre Ouest;REALISATION ET ENTRETIEN D'ESPACES VERTS.;37.01.03;Entretien espaces verts et exterieurs;Ministeriel;Regional ou infra;PAYS DE LA LOIRE;2019 1er trim;48;entre 100 KEuros et 1 MEuros;2019
Ministere des Armees;Service du commissariat des armees / Plateforme Achats - finances Centre Ouest;ALIMENTS PRETS A L'EMPLOI POUR ANIMAUX D'ELEVAGE ET AUTRES ANIMAUX.;44.03.02;Acquisition deanimaux, fourniture, materiel, alim associes;Ministeriel;Regional ou infra;PAYS DE LA LOIRE;2020 4eme trim;48;entre 100 KEuros et 1 MEuros;2020
Ministere des Armees;Service du commissariat des armees / Plateforme Achats - finances Centre Ouest;REALISATION ET ENTRETIEN D'ESPACES VERTS.;37.01.03;Entretien espaces verts et exterieurs;Ministeriel;Regional ou infra;CENTRE VAL DE LOIRE;2020 4eme trim;48;entre 100 KEuros et 1 MEuros;2020
Ministere des Armees;Service du commissariat des armees / Plateforme Achats - finances Centre Ouest;FORMATION PERMIS (TOUS VEHICULES);40.02.05;Formation permis (tous vehicules);Ministeriel;Administration centrale;;2020 4eme trim;48;< 100 KEuros;2020
Ministere des Armees;Service du commissariat des armees / Plateforme Achats - finances Centre Ouest;SERVICES DE FORMATION PROFESSIONNELLE.;40.02.06;Autres formations technique / metier;Ministeriel;Administration centrale;;2020 4eme trim;48;entre 100 KEuros et 1 MEuros;2020
Ministere des Armees;Service du commissariat des armees / Plateforme Achats - finances Centre Ouest;SERVICES DE NETTOYAGE.;37.01.01;Nettoyage courant (bureau, hetellerie, plonge);Ministeriel;Regional ou infra;OCCITANIE;2020 3eme trim;48;entre 100 KEuros et 1 MEuros;2020
Ministere des Armees;Service du commissariat des armees / Plateforme Achats - finances Ile-de France;PRODUITS POUR LE CONDITIONNEMENT ET LA MANUTENTION- EVX/LLE/MLY/OAN/PEM/SGM/VCN/VLM/VLY;44.03.12;Emballage (caisse, palette, carton, film);Ministeriel;Inter-regionnal;ILE DE France;2021 3eme trim;48;entre 100 KEuros et 1 MEuros;2021
Ministere des Armees;Service du commissariat des armees / Plateforme Achats - finances Ile-de France;ACCORD CADRE DECHETS DANGEREUX;41.06.02;Collecte et traitement dechets dangereux;Ministeriel;Inter-regionnal;ILE DE France;2019 1er trim;48;entre 100 KEuros et 1 MEuros;2019
Ministere des Armees;Service du commissariat des armees / Plateforme Achats - finances Ile-de France;ACCORD CADRE COLLECTE BIO-DECHETS;41.06.01;Collect, traitement dechet non dang, yc dechets indus banals;Ministeriel;Inter-regionnal;ILE DE France;2019 1er trim;48;entre 1 MEuros et 10 MEuros;2019
Ministere des Armees;Service du commissariat des armees / Plateforme Achats - finances Ile-de France;NETTOYAGE PERIODIQUE DES LOCAUX ET NETTOYAGE INDUSTRIEL - DGA/TH;37.01.01;Nettoyage courant (bureau, hetellerie, plonge);Ministeriel;Regional ou infra;ILE DE France;2021 4eme trim;48;entre 100 KEuros et 1 MEuros;2021
Ministere des Armees;Service du commissariat des armees / Plateforme Achats - finances Ile-de France;Entretien et maintenance du materiel video au profit du SIRPA TERRE;38.01.04;Materiel audiovisuel;Ministeriel;Regional ou infra;ILE DE France;2019 4eme trim;48;entre 100 KEuros et 1 MEuros;2019
Ministere des Armees;Service du commissariat des armees / Plateforme Achats - finances Ile-de France;Blanchissage et nettoyage e sec des effets d'hetellerie ety d'habillements;41.05.08;Services de blanchisserie (traditionnelle et industrielle);Ministeriel;Regional ou infra;ILE DE France;2020 4eme trim;48;entre 100 KEuros et 1 MEuros;2020
Ministere des Armees;Service du commissariat des armees / Plateforme Achats - finances Ile-de France;Blanchisserie TAVERNY;41.05.08;Services de blanchisserie (traditionnelle et industrielle);Ministeriel;Regional ou infra;ILE DE France;2021 4eme trim;48;entre 100 KEuros et 1 MEuros;2021
Ministere des Armees;Service du commissariat des armees / Plateforme Achats - finances Ile-de France;NETTOYAGE DES LOCAUX - SGM;37.01.01;Nettoyage courant (bureau, hetellerie, plonge);Ministeriel;Regional ou infra;ILE DE France;2019 2nd trim;48;entre 1 MEuros et 10 MEuros;2019
Ministere des Armees;Service du commissariat des armees / Plateforme Achats - finances Ile-de France;ACCORD CADRE DASRI/MNU;41.06.02;Collecte et traitement dechets dangereux;Ministeriel;Inter-regionnal;ILE DE France;2019 1er trim;48;entre 100 KEuros et 1 MEuros;2019
Ministere des Armees;Service du commissariat des armees / Plateforme Achats - finances Ile-de France;NETTOYAGE DES LOCAUX - EVX;37.01.01;Nettoyage courant (bureau, hetellerie, plonge);Ministeriel;Regional ou infra;NORMANDIE;2019 2nd trim;48;entre 100 KEuros et 1 MEuros;2019
Ministere des Armees;Service du commissariat des armees / Plateforme Achats - finances Ile-de France;MS DECHETS BANALS OAN;41.06.01;Collect, traitement dechet non dang, yc dechets indus banals;Ministeriel;Regional ou infra;CENTRE VAL DE LOIRE;2020 2nd trim;32;entre 100 KEuros et 1 MEuros;2020
Ministere des Armees;Service du commissariat des armees / Plateforme Achats - finances Ile-de France;MS - VIDEO CAPTURE - 2020 - MINARM;38.01.04;Materiel audiovisuel;Ministeriel;National;;2020 2nd trim;12;entre 1 MEuros et 10 MEuros;2020
Ministere des Armees;Service du commissariat des armees / Plateforme Achats - finances Ile-de France;MS - VIDEO RESTITUTION - 2019 - MINARM;38.01.04;Materiel audiovisuel;Ministeriel;National;;2019 2nd trim;12;entre 1 MEuros et 10 MEuros;2019
Ministere des Armees;Service du commissariat des armees / Plateforme Achats - finances Ile-de France;MS DECHETS BANALS CRL;41.06.01;Collect, traitement dechet non dang, yc dechets indus banals;Ministeriel;Regional ou infra;HAUTS DE France;2019 2nd trim;48;entre 100 KEuros et 1 MEuros;2019
Ministere des Armees;Service du commissariat des armees / Plateforme Achats - finances Ile-de France;ESPACES VERTS - VLY (BA107-CTA SPRA);37.01.03;Entretien espaces verts et exterieurs;Ministeriel;Regional ou infra;ILE DE France;2020 1er trim;35;entre 100 KEuros et 1 MEuros;2020
Ministere des Armees;Service du commissariat des armees / Plateforme Achats - finances Ile-de France;MS DECHETS DANGEUREUX CRL;41.06.02;Collecte et traitement dechets dangereux;Ministeriel;Regional ou infra;HAUTS DE France;2019 2nd trim;48;entre 100 KEuros et 1 MEuros;2019
Ministere des Armees;Service du commissariat des armees / Plateforme Achats - finances Ouest;CONSEIL ET EXPERTISE METIER YC RECHERCHE ET DEVELOPPEMENT;40.02.06;Autres formations technique / metier;Ministeriel;National;;2020 1er trim;12;entre 100 KEuros et 1 MEuros;2020
Ministere des Armees;Service du commissariat des armees / Plateforme Achats - finances Ouest;ENTRETIEN ESPACES VERTS ET EXTERIEURS;37.01.03;Entretien espaces verts et exterieurs;Ministeriel;Regional ou infra;BRETAGNE;2020 3eme trim;48;entre 100 KEuros et 1 MEuros;2020
Ministere des Armees;Service du commissariat des armees / Plateforme Achats - finances Ouest;PRODUITS TEXTILES (TISSUS);41.05.01;Produits textiles (tissus);Ministeriel;National;;2020 4eme trim;48;< 100 KEuros;2020
Ministere des Armees;Service du commissariat des armees / Plateforme Achats - finances Ouest;MAINTENANCE EQUIPEMENT ET MATERIEL DE LABORATOIRE;41.07.03;Maintenance equipement et materiel de laboratoire;Ministeriel;Regional ou infra;BRETAGNE;2021 1er trim;48;entre 100 KEuros et 1 MEuros;2021
Ministere des Armees;Service du commissariat des armees / Plateforme Achats - finances Ouest;ePICERIE ET PRODUITS SURGELES;41.04.03;epicerie et produits surgeles;Ministeriel;Regional ou infra;BRETAGNE;2021 2nd trim;48;entre 10 MEuros et 100 MEuros;2021
Ministere des Armees;Service du commissariat des armees / Plateforme Achats - finances Ouest;BOISSONS ET PRODUITS RELATIFS AU TABAC;41.04.04;Boissons et produits relatifs au tabac;Ministeriel;Regional ou infra;BRETAGNE;2021 2nd trim;48;entre 100 KEuros et 1 MEuros;2021
Ministere des Armees;Service du commissariat des armees / Plateforme Achats - finances Ouest;ENTRETIEN ESPACES VERTS ET EXTERIEURS 2 LOTS;37.01.03;Entretien espaces verts et exterieurs;Ministeriel;Regional ou infra;BRETAGNE;2020 2nd trim;48;entre 1 MEuros et 10 MEuros;2020
Ministere des Armees;Service du commissariat des armees / Plateforme Achats - finances Ouest;MAINTENANCE INSTAL ELECTR (COURANT FAIBLE ET FORT, HT-BT) 4 LOTS;37.02.01;Maintenance instal electr (courant faible et fort, HT-BT);Ministeriel;Administration centrale;;2020 2nd trim;48;entre 1 MEuros et 10 MEuros;2020
Ministere des Armees;Service du commissariat des armees / Plateforme Achats - finances Ouest;MAINTENANCE EQUIPEMENTS INDUSTRIELS 2 LOTS;37.02.10;Maintenance equipements industriels;Ministeriel;Regional ou infra;BRETAGNE;2019 2nd trim;48;entre 100 KEuros et 1 MEuros;2019
Ministere des Armees;Service du commissariat des armees / Plateforme Achats - finances Ouest;MATERIEL DE RESTAURATION COLLECTIVE;41.04.06;Materiel de restauration collective;Ministeriel;Regional ou infra;BRETAGNE;2019 3eme trim;48;entre 100 KEuros et 1 MEuros;2019
Ministere des Armees;Service d'infrastructure de la defense / Etablissement du service d'insfrastructure de la defense de Brest;BNB - Demantelement et evacuation de pontons,de ras, portes passerelles, grues, non remplaces;36.03.04;Travaux de construction de VRD, ouvrages annexes;Ministeriel;Regional ou infra;BRETAGNE;2018 decembre;12;entre 100 KEuros et 1 MEuros;2018
Ministere des Armees;Service d'infrastructure de la defense / Etablissement du service d'insfrastructure de la defense de Brest;Construction d'un betiment commandement 24F;36.02.01;Travaux construction betiment neuf;Ministeriel;Regional ou infra;BRETAGNE;2019 3eme trim;12;entre 1 MEuros et 10 MEuros;2019
Ministere des Armees;Service d'infrastructure de la defense / Etablissement du service d'insfrastructure de la defense de Brest;Schema directeur Brest Port 2025 - Couverture partielle du bassin 7;36.02.02;Travaux de renovation betiment (yc betiments historiques);Ministeriel;Regional ou infra;BRETAGNE;2018 decembre;12;entre 1 MEuros et 10 MEuros;2018
Ministere des Armees;Service d'infrastructure de la defense / Etablissement du service d'insfrastructure de la defense de Brest;Schema directeur Brest Port 2025 : Infrastructures de soutien commun : Construction d'un restaurant en PENFELD avec foyer;36.02.01;Travaux construction betiment neuf;Ministeriel;Regional ou infra;BRETAGNE;2019 3eme trim;12;entre 100 KEuros et 1 MEuros;2019
Ministere des Armees;Service d'infrastructure de la defense / Etablissement du service d'insfrastructure de la defense de Brest;Schema directeur Brest Port 2025 : Infrastructures de soutien commun : Regroupement du GSBDD 499/500/501;36.03.04;Travaux de construction de VRD, ouvrages annexes;Ministeriel;Regional ou infra;BRETAGNE;2019 3eme trim;12;entre 1 MEuros et 10 MEuros;2019
Ministere des Armees;Service d'infrastructure de la defense / Etablissement du service d'insfrastructure de la defense de Brest;Schema directeur Brest Port 2025 : Pele BNB - Renovation CFPES;36.02.03;Travaux de rehabilitation betiment;Ministeriel;Regional ou infra;BRETAGNE;2018 decembre;12;entre 1 MEuros et 10 MEuros;2018
